player_age,woba,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,woba_percent
29,0.327,89.6,15.4,33.5,8.5,32.7
29,0.39,92,17.5,39.7,17.3,39
34,0.349,88.6,8.2,29.3,3.6,34.9
29,0.333,87.2,12.2,32,4.5,33.3
31,0.307,86.8,11.9,36.7,5.1,30.7
31,0.351,89.5,10.7,31.4,7.2,35.1
29,0.319,88.3,17.3,32.1,5.4,31.9
30,0.335,90,12.7,31.4,5.3,33.5
28,0.345,86.8,15,35.4,3.7,34.5
29,0.342,89.6,18.8,32.7,9,34.2
31,0.327,88.3,6.8,30.6,0.8,32.7
29,0.311,89.4,8.5,30.8,7.5,31.1
29,0.36,90.2,9.5,35.4,5.5,36
28,0.38,90.6,13.9,41,9.3,38
28,0.305,89.6,7.3,34.4,3.8,30.5
27,0.34,89.8,16.2,28.6,10.1,34
28,0.307,88.2,2.1,26.8,2.7,30.7
28,0.363,89,10.9,33.6,6.1,36.3
28,0.309,89.7,15.6,34.2,8.1,30.9
31,0.427,90.2,11.5,42.7,10.9,42.7
30,0.337,88.5,11,32.8,5.5,33.7
31,0.327,88.8,11.1,32,4,32.7
31,0.366,92.2,7.6,31.7,10.7,36.6
31,0.308,89.1,19.8,34.9,11.7,30.8
30,0.325,89.5,12,34.4,8.3,32.5
29,0.321,89.8,13.6,33.5,7.9,32.1
26,0.292,87.3,10.1,28,1.5,29.2
29,0.341,88.2,6.9,33.4,4.1,34.1
30,0.307,89.6,9.7,30.9,2.4,30.7
28,0.288,88.1,9.9,28.7,4.8,28.8
27,0.265,90.5,4.5,30.1,6.3,26.5
29,0.331,89.2,12.5,28.2,7.2,33.1
28,0.334,88.2,9.3,32.8,3.2,33.4
29,0.364,90.3,9.1,30.6,10.5,36.4
27,0.359,89.8,16.3,46.4,10,35.9
28,0.368,89,9.5,36,3.9,36.8
32,0.349,89.7,4.3,29.9,3,34.9
27,0.298,89.9,11.7,29,6.9,29.8
29,0.367,92.2,12.2,32.4,11.1,36.7
33,0.279,84.7,8.6,32.2,1,27.9
27,0.324,88.1,11.5,29.1,2.1,32.4
27,0.372,91.3,16.2,39.9,17.3,37.2
28,0.338,88.4,14.8,32.1,5,33.8
30,0.325,89.9,11.9,32.3,4.7,32.5
27,0.418,92,12.9,39.2,12.5,41.8
25,0.347,86.1,11.2,31.2,3.1,34.7
25,0.268,86.9,4.3,25.4,1.3,26.8
25,0.288,86.3,7.1,28.2,4.3,28.8
26,0.337,87.8,5.5,32.8,6.7,33.7
29,0.398,92.5,10.5,31.1,12.2,39.8
25,0.346,89.1,4.6,23.9,2.8,34.6
26,0.327,90.5,2.9,32.7,1.9,32.7
29,0.348,91.4,11.5,35.4,10.4,34.8
26,0.353,89.4,15.2,30.3,6.4,35.3
26,0.309,87.1,14,31.4,2.3,30.9
27,0.316,83.1,5.1,34.9,0,31.6
25,0.384,88.7,17.3,35.7,8,38.4
30,0.335,86.9,16.4,33.7,5.6,33.5
25,0.283,86.1,13.2,33.2,2.1,28.3
25,0.3,87.3,13,32.8,5.3,30
28,0.35,88.4,15.4,33.6,3.7,35
23,0.304,86.4,14.6,32.1,1.9,30.4
24,0.295,88.5,6.7,34.1,4.8,29.5
24,0.325,85.5,6.8,28.8,1.3,32.5
25,0.317,83.2,8.1,26.9,0.5,31.7
28,0.332,90.3,8.6,34.2,8.7,33.2
27,0.303,85.8,10,30.1,1,30.3
24,0.304,88.2,6.1,30.4,2.3,30.4
25,0.355,89.8,6,29.9,7.1,35.5
28,0.355,89.4,9.2,35.9,2.8,35.5
25,0.306,90,7.3,30.6,4.7,30.6
24,0.311,87.1,13.6,37.1,4.5,31.1
27,0.337,84.4,2.1,28.6,1.1,33.7
24,0.31,87.4,11.2,31.9,3,31
25,0.303,85.4,10.4,33.4,1.6,30.3
23,0.415,92.9,14,38.9,16.4,41.5
23,0.333,88.7,7.5,33.1,3.2,33.3
22,0.461,91.4,14.7,37.1,12.9,46.1
28,0.361,91,9.9,30.4,9.3,36.1
23,0.304,89.9,10.4,30.5,4.4,30.4
24,0.371,90.6,16.3,33.7,8.3,37.1
27,0.322,86.6,7.8,31.7,0.6,32.2
23,0.255,86.9,14.6,32.8,2.6,25.5
27,0.371,88.9,8.9,31.2,5.7,37.1
27,0.335,89.3,16.8,36.1,7,33.5
24,0.274,88.7,9.8,32.8,6.3,27.4
29,0.372,88.9,16.9,42.4,9.1,37.2
28,0.323,87.2,19.1,34.2,5.9,32.3
23,0.371,89.7,19.6,33.7,11.5,37.1
23,0.311,88.3,16.9,37.5,7.7,31.1
22,0.37,91.4,12.8,29.7,7.6,37
23,0.335,91.2,13.8,28.3,11.8,33.5
25,0.29,86.4,3.5,27.8,1,29
23,0.343,91.7,0.1,30.1,4.8,34.3
22,0.338,88,6.8,28,2.5,33.8
27,0.317,86.2,11.6,35.6,6.8,31.7
26,0.346,88.1,7.5,26.7,3.1,34.6
28,0.317,88.9,10.6,29.6,7.1,31.7
25,0.309,87.6,9,29.7,2.4,30.9
22,0.351,90.4,15.4,33.4,5.5,35.1
25,0.287,87.1,9.8,33,3.3,28.7
26,0.31,85.8,14.1,28.4,1.8,31
21,0.304,86.7,15.1,34.3,5.2,30.4
24,0.331,88,7.5,32.4,4,33.1
37,0.323,93.2,12.1,36.8,9.7,32.3
39,0.411,91.6,9.4,39.4,15,41.1
32,0.333,89.2,6.4,29.4,5,33.3
34,0.308,91.7,10.7,29.9,11.5,30.8
34,0.319,89.5,13.7,30.5,6.5,31.9
33,0.34,86.9,13.5,38.5,4.9,34
32,0.357,88.5,15.5,43.4,4.6,35.7
33,0.327,89.7,18.2,36.5,8.2,32.7
36,0.347,87.4,15.4,36.4,9.1,34.7
34,0.316,88,12.2,32.3,6.7,31.6
33,0.362,88.7,10.2,34.5,4.9,36.2
36,0.281,89.3,13.9,34.4,3.7,28.1
31,0.257,88.6,18.1,34.8,5.5,25.7
32,0.29,89.5,14.7,39.6,11,29
33,0.304,85.9,19.1,34.7,4.8,30.4
32,0.387,89.2,11.7,42.3,10.7,38.7
31,0.269,89.2,12.6,31.9,5.1,26.9
30,0.278,86.7,9.3,24.8,4.6,27.8
30,0.335,89.1,5.6,37.3,4,33.5
30,0.333,87.7,11.2,31.8,6.1,33.3
31,0.333,87.1,6.5,30.3,6.4,33.3
30,0.456,92.4,17.2,49.2,14.7,45.6
31,0.338,90.3,15.6,38.1,7.6,33.8
31,0.429,91.3,2.3,29.7,2.9,42.9
30,0.326,87.7,16.7,34.7,7.8,32.6
28,0.347,87.9,19,37.4,6.1,34.7
29,0.296,87.4,8.7,37.1,3.8,29.6
29,0.444,93,16.4,39.1,15.4,44.4
29,0.266,86.7,1.6,18.7,1.5,26.6
30,0.347,89.3,16,37.5,7.2,34.7
33,0.334,88.7,12.4,35.4,9.4,33.4
30,0.351,89,15.2,33.6,5.5,35.1
30,0.351,88.2,11.1,29.8,6.9,35.1
30,0.395,90.1,19.5,39.2,6.3,39.5
29,0.299,86.2,19.3,32.9,5,29.9
30,0.379,88.7,18.3,35.3,12.4,37.9
29,0.346,88.4,14.4,33.1,4.6,34.6
29,0.305,86.5,10.8,31.2,0.6,30.5
30,0.348,83.8,17.8,35.3,4.2,34.8
28,0.334,88.9,12.6,27.2,11.2,33.4
28,0.407,93.7,23.1,36.1,15,40.7
26,0.303,87.9,10.5,27.7,8.5,30.3
27,0.4,92.5,16,33.3,17.3,40
33,0.411,92.9,10.9,37.4,14.3,41.1
28,0.332,89.1,17.9,29.5,14.4,33.2
28,0.262,88.5,5.5,33.6,6.7,26.2
29,0.308,87.8,19.1,27.1,5.4,30.8
29,0.316,88.5,14.2,29,12.4,31.6
29,0.4,91,13.4,40.8,14.8,40
32,0.364,89.6,13,37.9,10.5,36.4
32,0.338,89.1,17.7,30.7,10.2,33.8
29,0.393,88.9,15.2,37.5,13.1,39.3
29,0.339,90.4,11.5,34.5,6.4,33.9
31,0.308,85.7,11.1,25.8,5.7,30.8
29,0.407,88.2,18.4,35,10.9,40.7
28,0.336,89.8,9.1,35.8,10.4,33.6
31,0.351,89.7,19.4,37.3,7.7,35.1
28,0.329,91,16.5,39.3,16,32.9
27,0.391,90.2,15.6,34.6,11,39.1
27,0.34,91.9,8.3,32.3,13.4,34
29,0.361,90.2,11.6,32.8,13.6,36.1
28,0.333,87.5,18.1,30.3,6.2,33.3
28,0.343,94,7.1,32.3,12.1,34.3
31,0.329,86.1,15.8,39.8,5.1,32.9
27,0.368,89,8.7,31.3,8.6,36.8
27,0.301,82.3,13.2,32.6,1,30.1
26,0.289,86.6,16.1,39,2.8,28.9
27,0.317,95.2,20.2,31.3,22.9,31.7
32,0.362,89.4,17,36.1,11.8,36.2
31,0.348,88.1,22.9,30.7,13.9,34.8
27,0.335,87.2,11,35.5,3.2,33.5
27,0.256,89.4,10.3,24.8,8.1,25.6
26,0.324,89.9,13.5,36.5,5.6,32.4
27,0.37,89.9,20.8,40.1,8.7,37
27,0.328,88.5,22.2,30.9,5.1,32.8
27,0.329,86.7,8.4,33.3,5.8,32.9
30,0.352,88.4,4.3,28.5,7.6,35.2
31,0.355,88,17.1,32.1,4.8,35.5
26,0.347,86.3,21.1,37.9,12.1,34.7
26,0.373,90.2,13.3,37.5,10.3,37.3
30,0.318,87.7,9.4,30.1,5.2,31.8
27,0.348,87.4,9.6,34.8,9.6,34.8
27,0.286,91.7,5.9,24.3,8.6,28.6
27,0.39,90.7,18.5,40.1,7.7,39
27,0.339,90.1,3.3,29.6,8.9,33.9
25,0.317,89,9.6,37.3,5.6,31.7
26,0.338,85.3,1.8,28.7,2,33.8
27,0.384,93.3,15.3,40.6,18,38.4
26,0.316,89.2,10,28.8,3.7,31.6
27,0.387,87.2,7.6,30.8,7.7,38.7
27,0.413,90.5,9.5,34.2,9.5,41.3
31,0.341,87.1,13.4,34.7,5.4,34.1
27,0.415,88.7,23.2,36.7,10.2,41.5
26,0.297,91.2,26.8,28.9,14,29.7
26,0.394,93.2,11.9,38.4,15.8,39.4
24,0.305,90.6,13.7,19.9,7.3,30.5
24,0.341,92.4,11.2,31.3,12.9,34.1
26,0.348,89.1,14.7,40.7,11.4,34.8
29,0.364,88,9.1,35.1,11.5,36.4
25,0.309,88.8,11.3,26.1,5.9,30.9
26,0.316,92.3,19.6,30.1,12.8,31.6
25,0.307,90,10.7,39.5,3.8,30.7
25,0.342,90.2,15.5,30.4,12.8,34.2
25,0.355,87.4,16.7,31.4,5,35.5
27,0.401,88.4,11,38.6,11,40.1
28,0.291,85.5,12.3,34.9,4,29.1
26,0.356,89.8,10.6,37.8,10.5,35.6
27,0.376,87.2,6.7,33.3,10.1,37.6
24,0.337,89.3,16.6,29.2,9.4,33.7
25,0.303,85.8,11.5,34.1,1.8,30.3
28,0.326,86.4,17,26.4,8.2,32.6
24,0.349,88.3,11.1,37.2,11.7,34.9
25,0.308,90.1,9.2,27.1,11.2,30.8
25,0.412,89.8,10.8,43,13.3,41.2
24,0.347,88.8,12.5,36.9,9.9,34.7
25,0.307,87.2,0.8,22.2,2.2,30.7
28,0.36,86.6,11.5,37,2.5,36
23,0.273,82.2,19,37.3,1.7,27.3
23,0.337,93,10.6,33.3,12.1,33.7
23,0.373,92.4,5.7,32.9,16.5,37.3
27,0.307,92.8,8.8,28.8,11.2,30.7
24,0.362,87,5.9,31.2,6.4,36.2
24,0.261,91.7,13.7,27.3,14.1,26.1
25,0.315,87.7,12.3,34.4,9.4,31.5
25,0.309,87.8,13.9,33.8,6.2,30.9
22,0.413,92.4,18.6,34,16,41.3
23,0.307,91,13.6,30.7,10,30.7
23,0.349,91.1,14.9,34.1,9.1,34.9
23,0.349,88.3,13.5,37.9,11.1,34.9
25,0.369,91.1,9,37.5,10.3,36.9
25,0.385,89.8,18.1,37.2,17.5,38.5
26,0.35,84.7,4.1,30.8,0.5,35
21,0.392,95.9,8.7,32.3,19.5,39.2
21,0.338,92.5,4.6,29.5,8.7,33.8
21,0.478,92.1,4.3,33.3,18.3,47.8
26,0.372,90.8,10.5,39.5,11.7,37.2
25,0.278,87.5,10.2,35.2,10.2,27.8
25,0.302,86.5,8.2,31,3.8,30.2
25,0.297,89.9,9.4,27.5,4.7,29.7
23,0.304,87.4,14.3,34.3,14.2,30.4
25,0.254,84.9,1.4,30.5,1.5,25.4
22,0.316,87.9,16.7,36.6,13,31.6
39,0.308,88.3,12.5,26.5,5.8,30.8
36,0.318,90.3,12.3,38.2,6.4,31.8
36,0.353,91.9,9.2,31.8,8.8,35.3
33,0.308,86.2,13.5,31.3,6.7,30.8
38,0.418,93.7,13.1,38.3,19.9,41.8
33,0.322,89.7,14,35.8,7.5,32.2
33,0.326,85.5,12.9,40.6,7.4,32.6
33,0.331,89.1,14.4,37.3,5.7,33.1
32,0.387,88.7,14.6,36.8,8.3,38.7
33,0.302,89.5,6.9,31.1,4.1,30.2
34,0.37,90.3,17.8,38.6,7.8,37
35,0.332,88.9,15.2,40.7,6.9,33.2
35,0.344,87.7,13.9,28.8,3.9,34.4
35,0.354,91.5,7.3,33.3,9.5,35.4
35,0.319,88.7,9.3,33.7,5.4,31.9
30,0.3,88.4,7.2,32.5,3.5,30
31,0.327,90,-0.1,25.8,4.7,32.7
33,0.38,91.8,11.7,29.1,9.6,38
31,0.319,87.3,22.4,41.4,8.7,31.9
32,0.367,88.8,10.6,36.3,5.5,36.7
35,0.364,89.3,14.3,33.5,3.6,36.4
30,0.305,87.4,9.1,31.9,2.6,30.5
30,0.341,87.8,18.4,38.6,7,34.1
31,0.289,90.2,13.1,31.5,9.8,28.9
31,0.349,90.9,5.2,29.7,7.9,34.9
31,0.386,91.3,12.5,40.7,11.8,38.6
32,0.308,86.1,15.8,36,3.4,30.8
31,0.346,90.1,15.4,36.4,11.3,34.6
29,0.374,87.4,9.7,28.2,8.1,37.4
29,0.315,86,9.5,32,2.7,31.5
29,0.315,88.2,7.2,31,3.2,31.5
29,0.307,88.5,11,29.6,6.2,30.7
30,0.353,88.6,8.2,31.3,8,35.3
33,0.377,92.9,13.3,33.3,15.7,37.7
29,0.387,89.7,14.4,40,12.3,38.7
30,0.361,90.7,14.2,37.5,11.3,36.1
29,0.328,88.8,11.3,31.8,5.7,32.8
30,0.375,91.9,6.5,35.2,7.5,37.5
30,0.348,89.5,17.4,32.3,10.3,34.8
29,0.39,89,12.6,36.8,6.8,39
29,0.308,88.8,14.7,31.8,5.5,30.8
28,0.334,89.5,9.8,34.1,11.7,33.4
28,0.336,91.8,13.5,32.8,12.1,33.6
28,0.335,88.9,8.2,30.3,6.8,33.5
28,0.352,91.4,13.5,37.8,9.5,35.2
32,0.281,87.8,8.3,36.7,5.4,28.1
29,0.309,90.8,2.1,29.1,7.2,30.9
32,0.301,88.1,14.1,33.1,5.5,30.1
29,0.413,90.4,19.5,38.7,12,41.3
28,0.373,88.9,14.9,34,8.5,37.3
29,0.4,89.8,10.5,31.6,14.1,40
28,0.331,89.4,13.2,37.5,5.9,33.1
28,0.334,86.1,12.6,28.6,2.2,33.4
28,0.294,88.2,6.2,30.3,3.8,29.4
27,0.307,89.3,16,31.3,8.5,30.7
27,0.436,90.9,22.2,43.8,18.9,43.6
26,0.365,91.9,13.7,37.6,14.8,36.5
32,0.344,92.1,10.9,35.2,12.8,34.4
27,0.381,89.3,17.7,38,13.8,38.1
26,0.326,89,11.3,40.1,12.1,32.6
27,0.281,87.1,14.2,32.1,1,28.1
28,0.392,89.4,17.7,34.6,8,39.2
28,0.372,89.8,14.5,38.9,12,37.2
28,0.36,89.7,12.7,38.5,13.2,36
28,0.346,91.1,14.8,34.1,13.1,34.6
29,0.306,84.1,7.1,29.7,2.3,30.6
27,0.379,87.6,19.2,35.8,9.3,37.9
27,0.357,89,14,39.8,10.9,35.7
26,0.335,91.2,13,31.2,8,33.5
26,0.315,88.2,12.5,37.1,7.4,31.5
27,0.362,91.2,15.6,31.4,10.3,36.2
28,0.34,90.3,14.4,35,8.7,34
27,0.329,89.2,16.8,33.2,8.5,32.9
27,0.442,93.3,11.3,33.2,15.8,44.2
30,0.34,87,15.6,42,4.3,34
26,0.39,90.6,13.3,34.7,8.4,39
26,0.318,84.4,11.9,32.5,2.9,31.8
25,0.352,88,19.1,41.6,6.7,35.2
31,0.33,89.5,14.9,35.2,11.2,33
30,0.342,88.9,15.3,33.9,3.8,34.2
26,0.301,86.7,14,29.7,6.5,30.1
26,0.347,91.1,7.7,36.3,12.7,34.7
25,0.349,91,12.3,29.8,7.5,34.9
25,0.302,91.1,17.9,30.6,13.6,30.2
26,0.38,91,17.5,36.5,8.6,38
26,0.333,88.8,17.1,39,10.5,33.3
26,0.355,89.7,18.2,30.5,8.9,35.5
29,0.314,90.1,9.3,30.2,9.6,31.4
25,0.323,89.9,19.9,32.1,10.7,32.3
29,0.315,87.8,7.6,35.7,6.6,31.5
26,0.342,89.9,11.1,31.3,8.9,34.2
26,0.378,92.4,13.1,34.6,12.7,37.8
26,0.38,91,19.3,39.2,10.3,38
26,0.278,85.2,7.3,29,2.2,27.8
24,0.269,87.9,6.6,26.5,4.3,26.9
25,0.405,90,11.5,34.6,9.3,40.5
26,0.356,90.4,9.9,29.8,6.8,35.6
30,0.298,86.4,14.1,33.1,4.9,29.8
26,0.334,89.2,19.8,32.6,6.3,33.4
25,0.418,89.3,19.6,35.5,4.8,41.8
25,0.34,88.8,14.3,35.2,7.3,34
23,0.338,93.3,9.5,33.3,14.8,33.8
25,0.317,89.9,14.4,36.7,10.1,31.7
25,0.339,85.3,8.5,33.4,2.1,33.9
25,0.368,92.7,19.4,36.1,14.5,36.8
24,0.384,90.7,14.8,36.9,15.8,38.4
26,0.358,89.2,15.9,35.8,11.9,35.8
27,0.32,87.1,13.1,36.4,1.9,32
28,0.33,90,13.8,30,9.2,33
27,0.378,92.6,15.5,34.5,16.9,37.8
24,0.38,90.4,16.7,38.1,12.5,38
26,0.363,88.3,8.7,37.6,5.1,36.3
23,0.414,91.1,17.9,39.6,12.7,41.4
27,0.36,91.1,16.7,35.8,10,36
27,0.373,90.3,7.8,36.4,10.3,37.3
24,0.33,91.9,8.8,36.6,9,33
23,0.318,89.4,8.8,35,4.2,31.8
23,0.313,88.5,10.8,36.1,8.4,31.3
24,0.33,89.1,17.3,40.1,8.1,33
27,0.384,89,13.8,34.2,4.8,38.4
22,0.354,88.9,15.6,36.8,6.6,35.4
22,0.317,83.3,16.7,34.5,4.8,31.7
22,0.377,92.5,10.4,33,9,37.7
22,0.343,91.2,9.3,32.4,12.8,34.3
22,0.358,89.1,17.7,38,10.1,35.8
26,0.354,92.7,16.6,25.1,12.1,35.4
26,0.347,89.7,24,31,9.7,34.7
26,0.357,93.5,15.5,35.6,14.5,35.7
25,0.322,87,18.3,33,8.6,32.2
24,0.379,93.1,12.3,40.4,12.2,37.9
21,0.369,90.6,14.2,40.5,15,36.9
25,0.318,83.8,9.9,37.5,0.2,31.8
20,0.329,89.4,6.7,30.9,7.7,32.9
20,0.394,92,12.5,36.3,12.3,39.4
24,0.371,89.5,9.4,37,6.7,37.1
